8.173076923076922906e-01,8.173076923076922906e-01,8.173076923076922906e-01,7.884615384615384359e-01,8.173076923076922906e-01,8.076923076923077094e-01,7.980769230769231282e-01,7.980769230769231282e-01,7.692307692307692735e-01,7.884615384615384359e-01,7.980769230769231282e-01,7.980769230769231282e-01,7.403846153846154188e-01,7.307692307692307265e-01,7.019230769230768718e-01,7.115384615384615641e-01
8.365384615384615641e-01,8.557692307692307265e-01,8.557692307692307265e-01,8.846153846153845812e-01,8.846153846153845812e-01,8.750000000000000000e-01,8.557692307692307265e-01,8.750000000000000000e-01,8.942307692307692735e-01,8.942307692307692735e-01,8.557692307692307265e-01,8.557692307692307265e-01,8.846153846153845812e-01,8.461538461538461453e-01,8.461538461538461453e-01,8.750000000000000000e-01
8.653846153846154188e-01,8.942307692307692735e-01,8.942307692307692735e-01,8.942307692307692735e-01,9.230769230769231282e-01,9.230769230769231282e-01,9.423076923076922906e-01,9.134615384615384359e-01,9.326923076923077094e-01,9.326923076923077094e-01,9.038461538461538547e-01,9.134615384615384359e-01,8.846153846153845812e-01,9.230769230769231282e-01,9.230769230769231282e-01,9.134615384615384359e-01
8.846153846153845812e-01,9.230769230769231282e-01,9.230769230769231282e-01,9.134615384615384359e-01,9.326923076923077094e-01,9.423076923076922906e-01,9.038461538461538547e-01,9.230769230769231282e-01,9.326923076923077094e-01,9.519230769230768718e-01,9.038461538461538547e-01,8.942307692307692735e-01,9.038461538461538547e-01,9.134615384615384359e-01,9.134615384615384359e-01,9.038461538461538547e-01
8.846153846153845812e-01,9.038461538461538547e-01,9.134615384615384359e-01,9.134615384615384359e-01,9.423076923076922906e-01,9.134615384615384359e-01,9.134615384615384359e-01,9.134615384615384359e-01,9.423076923076922906e-01,9.423076923076922906e-01,9.134615384615384359e-01,9.038461538461538547e-01,9.134615384615384359e-01,9.230769230769231282e-01,9.230769230769231282e-01,9.038461538461538547e-01
8.750000000000000000e-01,8.942307692307692735e-01,8.942307692307692735e-01,9.038461538461538547e-01,9.134615384615384359e-01,9.326923076923077094e-01,9.038461538461538547e-01,9.230769230769231282e-01,9.038461538461538547e-01,9.423076923076922906e-01,9.230769230769231282e-01,8.846153846153845812e-01,9.326923076923077094e-01,9.134615384615384359e-01,9.134615384615384359e-01,9.326923076923077094e-01
8.942307692307692735e-01,9.134615384615384359e-01,8.942307692307692735e-01,8.846153846153845812e-01,9.230769230769231282e-01,8.846153846153845812e-01,9.134615384615384359e-01,9.326923076923077094e-01,9.230769230769231282e-01,9.423076923076922906e-01,9.134615384615384359e-01,8.942307692307692735e-01,9.326923076923077094e-01,9.230769230769231282e-01,9.134615384615384359e-01,9.326923076923077094e-01
9.038461538461538547e-01,9.038461538461538547e-01,9.038461538461538547e-01,8.846153846153845812e-01,9.326923076923077094e-01,8.653846153846154188e-01,9.230769230769231282e-01,9.134615384615384359e-01,9.230769230769231282e-01,9.423076923076922906e-01,9.038461538461538547e-01,9.038461538461538547e-01,9.230769230769231282e-01,9.326923076923077094e-01,9.038461538461538547e-01,9.134615384615384359e-01
8.846153846153845812e-01,9.134615384615384359e-01,8.846153846153845812e-01,8.942307692307692735e-01,8.846153846153845812e-01,8.846153846153845812e-01,8.942307692307692735e-01,9.134615384615384359e-01,8.942307692307692735e-01,9.615384615384615641e-01,9.038461538461538547e-01,9.038461538461538547e-01,9.134615384615384359e-01,9.230769230769231282e-01,9.038461538461538547e-01,8.942307692307692735e-01
8.557692307692307265e-01,9.038461538461538547e-01,9.230769230769231282e-01,8.750000000000000000e-01,8.942307692307692735e-01,8.653846153846154188e-01,8.750000000000000000e-01,9.038461538461538547e-01,8.942307692307692735e-01,9.423076923076922906e-01,8.942307692307692735e-01,8.942307692307692735e-01,9.038461538461538547e-01,8.846153846153845812e-01,9.038461538461538547e-01,9.038461538461538547e-01
